;EISSN;title;publisher-country;APC;APC-amount;CCBY;domain;APC-EUR
4748;1660-4601;International Journal of Environmental Research and Public Health;Switzerland;True;2500 CHF;True;Medicine;2485.0
8626;2072-4292;Remote Sensing;Switzerland;True;2500 CHF;True;Science;2485.0
4739;1660-3397;Marine Drugs;Switzerland;True;2500 CHF;True;Science;2485.0
8170;2045-7022;Clinical and Translational Allergy;United Kingdom;True;"2760 USD; 2500 EUR; 2200 GBP";True;Medicine;2461.6440000000002
18447;2692-4552;SusMat;Australia;True;2750 USD;True;Technology;2452.725
6655;1878-9307;Developmental Cognitive Neuroscience;Netherlands;True;2750 USD;False;Science;2452.725
17405;2667-1131;Solar Energy Advances;United Kingdom;True;2750 USD;False;Technology;2452.725
12246;2330-0000;Transactions of the American Mathematical Society. Series B;United States;True;2750 USD;True;Science;2452.725
13084;2378-0967;APL Photonics;United States;True;2750 USD;True;Technology;2452.725
16875;2640-4567;Advanced Intelligent Systems;Germany;True;2750 USD;True;Technology;2452.725
1975;1555-3892;Cell Transplantation;United States;True;2750 USD;False;Medicine;2452.725
6627;1876-4347;New Biotechnology;Netherlands;True;2750 USD;False;Technology;2452.725
4216;1553-040X;Geosphere;United States;True;2750 USD;False;Science;2452.725
12985;2368-7959;JMIR Mental Health;Canada;True;2750 USD;True;Humanities;2452.725
8267;2051-3909;Journal of Medical Radiation Sciences;Australia;True;"2450 EUR; 1900 GBP; 3025 USD";False;Medicine;2450.0
9456;2770-1743;Grassland Research;Australia;True;"2450 EUR; 2150 GBP; 2800 USD";False;Agriculture;2450.0
5627;1752-4571;Evolutionary Applications;United States;True;"2450 EUR; 2100 GBP; 3200 USD";True;Science;2450.0
7707;2001-0370;Computational and Structural Biotechnology Journal;Netherlands;True;2450 EUR;False;Technology;2450.0
3788;1467-7652;Plant Biotechnology Journal;United Kingdom;True;2720 USD;False;Science;2425.968
5705;1759-6653;Genome Biology and Evolution;United Kingdom;True;2714 USD;False;Science;2420.6166000000003
8207;2048-3694;Food and Energy Security;United Kingdom;True;2700 USD;True;Agriculture;2408.13
10335;2212-8778;Molecular Metabolism;Netherlands;True;2700 USD;False;Medicine;2408.13
7028;1940-3372;The Plant Genome;United States;True;"2400 EUR; 1800 GBP; 2662 USD";False;Science;2400.0
13086;2378-2242;Limnology and Oceanography Letters;United States;True;"2400 EUR; 2150 GBP; 2750 USD";True;SocialSciences;2400.0
13407;2405-6502;eNeurologicalSci;Netherlands;True;2400 EUR;False;Medicine;2400.0
12236;2328-9503;Annals of Clinical and Translational Neurology;United States;True;"2400 EUR; 2100 GBP; 3300 USD";False;Medicine;2400.0
9692;2157-6580;Stem Cells Translational Medicine;United Kingdom;True;2688 USD;False;Science;2397.4272
4441;1590-9999;Journal of Orthopaedics and Traumatology;United Kingdom;True;"2390 EUR; 2890 USD; 1990 GBP";True;Medicine;2390.0
8662;2073-4360;Polymers;Switzerland;True;2400 CHF;True;Science;2385.6
8632;2072-6694;Cancers;Switzerland;True;2400 CHF;True;Medicine;2385.6
3639;1424-8220;Sensors;Switzerland;True;2400 CHF;True;Technology;2385.6
8630;2072-6651;Toxins;Switzerland;True;2400 CHF;True;Medicine;2385.6
8842;2079-4991;Nanomaterials;Switzerland;True;2400 CHF;True;Science;2385.6
8780;2077-0383;Journal of Clinical Medicine;Switzerland;True;2400 CHF;True;Medicine;2385.6
8296;2052-7276;Horticulture Research;United Kingdom;True;2660 USD;True;Science;2372.454
1711;1950-6007;Biomedicine & Pharmacotherapy;France;True;2660 USD;False;Medicine;2372.454
4221;1553-7374;PLoS Pathogens;United States;True;2655 USD;True;Science;2367.9945000000002
4220;1553-7358;PLoS Computational Biology;United States;True;2655 USD;True;Science;2367.9945000000002
4222;1553-7404;PLoS Genetics;United States;True;2655 USD;True;Science;2367.9945000000002
9387;2589-0514;Chronic Diseases and Translational Medicine;United Kingdom;True;2650 USD;False;Medicine;2363.535
17308;2666-6022;American Heart Journal Plus;United States;True;2650 USD;False;Medicine;2363.535
1743;1651-1999;Blood Pressure;United Kingdom;True;"2650 USD; 2085 GBP; 2415 EUR";False;Medicine;2363.535
9386;2589-1081;World Journal of Otorhinolaryngology-Head and Neck Surgery;United Kingdom;True;2650 USD;False;Medicine;2363.535
4177;1541-2563;COPD;United Kingdom;True;"2650 USD; 2085 GBP; 2415 EUR";False;Medicine;2363.535
9761;2164-5701;GM Crops & Food;United Kingdom;True;2650 USD;False;Science;2363.535
8402;2056-6646;Global Challenges;United States;True;"2350 EUR; 1700 GBP; 2673 USD";True;SocialSciences;2350.0
17894;2692-9384;JCPP Advances;United Kingdom;True;"2350 EUR; 2068 GBP; 2600 USD";True;Medicine;2350.0
3189;1476-5535;Journal of Industrial Microbiology and Biotechnology;United Kingdom;True;2625 USD;False;Science;2341.2375
16900;2643-1564;Physical Review Research;United States;True;2625 USD;True;Science;2341.2375
17955;2699-9293;Advanced Photonics Research;Germany;True;"2327 EUR; 2057 GBP; 2750 USD";True;Science;2327.0
8263;2051-1426;Journal for ImmunoTherapy of Cancer;United Kingdom;True;2600 USD;False;Medicine;2318.94
16090;2590-0560;Journal of Asian Earth Sciences: X;United Kingdom;True;2600 USD;False;Science;2318.94
14371;2474-8714;Structural Heart;United States;True;2600 USD;False;Medicine;2318.94
804;1090-2414;Ecotoxicology and Environmental Safety;United States;True;2600 USD;False;SocialSciences;2318.94
4869;1759-4685;Journal of Molecular Cell Biology;United Kingdom;True;2600 USD;False;Science;2318.94
10303;2211-3355;Preventive Medicine Reports;United States;True;2590 USD;False;Medicine;2310.021
10341;2213-0489;Leukemia Research Reports;Netherlands;True;2580 USD;False;Medicine;2301.102
1388;1795-990X;Scandinavian Journal of Work, Environment & Health;Finland;True;2300 EUR;True;Medicine;2300.0
15805;2578-3270;International Journal of Ceramic Engineering & Science;United States;True;"2300 EUR; 2000 GBP; 2640 USD";True;Technology;2300.0
15810;2578-5745;ACR Open Rheumatology;United States;True;"2300 EUR; 2000 GBP; 2700 USD";False;Medicine;2300.0
8172;2045-7634;Cancer Medicine;United Kingdom;True;"2300 EUR; 1950 GBP; 3025 USD";True;Medicine;2300.0
16733;2631-4797;Aesthetic Surgery Journal Open Forum;United Kingdom;True;2575 USD;True;Medicine;2296.6425
18455;2767-3170;PLOS Digital Health;United States;True;2575 USD;True;Medicine;2296.6425
5569;1748-1325;International Journal of Low-Carbon Technologies;United Kingdom;True;2569 USD;False;Science;2291.2911
8762;2076-3417;Applied Sciences;Switzerland;True;2300 CHF;True;Science;2286.2
7627;1996-1944;Materials;Switzerland;True;2300 CHF;True;Science;2286.2
3630;1420-3049;Molecules;Switzerland;True;2300 CHF;True;Science;2286.2
4744;1422-0067;International Journal of Molecular Sciences;Switzerland;True;2300 CHF;True;Science;2286.2
4749;1661-8564;International Journal of Public Health;Switzerland;True;2300 CHF;False;Medicine;2286.2
18467;2767-9764;Cancer Research Communications;United States;True;2550 USD;True;Medicine;2274.3450000000003
4307;1567-7257;Infection, Genetics and Evolution;Netherlands;True;2550 USD;False;Science;2274.3450000000003
5529;1742-481X;International Wound Journal;United Kingdom;True;"2532 USD; 1931 GBP; 2148 EUR";False;Medicine;2258.2908
8362;2055-2238;Obesity Science & Practice;United States;True;"2250 EUR; 2050 GBP; 2700 USD";False;Medicine;2250.0
18475;2768-6698;Frontiers in Bioscience-Landmark;Singapore;True;2500 USD;True;Science;2229.75
17888;2692-4609;DEN Open;Australia;True;2500 USD;True;Medicine;2229.75
5592;1750-2659;Influenza and Other Respiratory Viruses;United Kingdom;True;2500 USD;True;Medicine;2229.75
9765;2165-0497;Microbiology Spectrum;United States;True;2500 USD;True;Science;2229.75
16731;2631-3952;Emerald Open Research;United Kingdom;True;2500 USD;False;SocialSciences;2229.75
18478;2769-2558;PCN Reports;Australia;True;"2500 USD; 1950 GBP; 2250 EUR";False;Medicine;2229.75
13110;2381-4683;MDM Policy & Practice;United States;True;2500 USD;False;Medicine;2229.75
5680;1757-1707;GCB Bioenergy;United Kingdom;True;2500 USD;True;SocialSciences;2229.75
17277;2666-4968;Applications in Engineering Science;United Kingdom;True;2500 USD;False;Technology;2229.75
17312;2666-6227;Current Research in Ecological and Social Psychology;Netherlands;True;2500 USD;False;Humanities;2229.75
14914;2523-3548;Cancer Communications;Australia;True;2500 USD;False;Medicine;2229.75
17438;2667-3436;Sleep Epidemiology;Netherlands;True;2500 USD;False;Medicine;2229.75
112;1083-351X;Journal of Biological Chemistry;United States;True;2500 USD;False;Science;2229.75
116;1539-7262;Journal of Lipid Research;United States;True;2500 USD;False;Science;2229.75
14682;2512-9465;TH Open;Germany;True;"2500 USD; 2500 EUR";True;Medicine;2229.75
17259;2666-3546;Brain, Behavior, & Immunity - Health;United States;True;2500 USD;False;Medicine;2229.75
14322;2471-2531;PAIN Reports;United States;True;2500 USD;False;Medicine;2229.75
4162;1535-9484;Molecular & Cellular Proteomics;United States;True;2500 USD;False;Science;2229.75
4155;1533-0338;Technology in Cancer Research & Treatment;United States;True;2500 USD;False;Medicine;2229.75
15780;2575-5609;Psychiatric Research and Clinical Practice;United States;True;2500 USD;False;Medicine;2229.75
4153;1532-2807;Pathology and Oncology Research;Switzerland;True;2500 USD;True;Medicine;2229.75
1938;1600-5775;Journal of Synchrotron Radiation;United Kingdom;True;2500 USD;True;Science;2229.75
18445;2766-2705;Re:GEN Open;United States;True;2500 USD;True;Medicine;2229.75
5520;1740-8709;Maternal and Child Nutrition;United States;True;2500 USD;False;Medicine;2229.75
10307;2211-4688;Energy Strategy Reviews;United Kingdom;True;2500 USD;False;SocialSciences;2229.75
17285;2666-5182;Current Research in Behavioral Sciences;Netherlands;True;2500 USD;False;Humanities;2229.75
1984;1095-953X;Neurobiology of Disease;United States;True;2500 USD;False;Medicine;2229.75
10325;2212-3717;Water Resources and Industry;Netherlands;True;2500 USD;False;SocialSciences;2229.75
16130;2590-2571;Current Research in Pharmacology and Drug Discovery;Netherlands;True;2500 USD;False;Medicine;2229.75
18484;2770-2081;Food Bioengineering;Australia;True;"2500 USD; 1900 GBP; 2200 EUR";True;Technology;2229.75
4394;1582-4934;Journal of Cellular and Molecular Medicine;United Kingdom;True;2500 USD;True;Medicine;2229.75
3794;1872-7034;Ecological Indicators;United Kingdom;True;2500 USD;False;Science;2229.75
17223;2666-0873;JACC. CardioOncology;United States;True;2500 USD;False;Medicine;2229.75
12631;2352-3441;Arthroplasty Today;United States;True;2500 USD;False;Medicine;2229.75
8281;2052-1707;Pharmacology Research & Perspectives;United Kingdom;True;2500 USD;False;Medicine;2229.75
12632;2352-345X;Cellular and Molecular Gastroenterology and Hepatology;Netherlands;True;2500 USD;False;Medicine;2229.75
17829;2688-3740;Lifestyle Medicine;United States;True;2500 USD;True;Medicine;2229.75
16106;2590-1427;Sleep Medicine: X;Netherlands;True;2500 USD;False;Medicine;2229.75
17368;2666-951X;Tetrahedron Chem;United Kingdom;True;2500 USD;False;Science;2229.75
17208;2665-9441;Current Research in Physiology;Netherlands;True;2500 USD;False;Science;2229.75
17209;2665-945X;Current Research in Neurobiology;Netherlands;True;2500 USD;False;Medicine;2229.75
4550;1618-2863;Engineering in Life Sciences;Germany;True;2500 USD;False;Technology;2229.75
17245;2666-2485;Journal of Power Sources Advances;United Kingdom;True;2500 USD;False;Technology;2229.75
14350;2473-4039;JBMR Plus;United States;True;2500 USD;True;Medicine;2229.75
17213;2666-027X;Current Research in Toxicology;Netherlands;True;2500 USD;False;Medicine;2229.75
12655;2352-8273;SSM: Population Health;United Kingdom;True;2500 USD;False;SocialSciences;2229.75
8234;2050-1161;Sexual Medicine;United States;True;2500 USD;False;Medicine;2229.75
15746;2572-2611;Plants, People, Planet;United Kingdom;True;2500 USD;False;Science;2229.75
16791;2633-4259;Flow;United Kingdom;True;"2500 USD; 2045 GBP";False;Science;2229.75
10092;2189-7948;Journal of General and Family Medicine;United States;True;2500 USD;False;Medicine;2229.75
17358;2666-9145;Ophthalmology Science;United States;True;2500 USD;False;Medicine;2229.75
16129;2590-2555;Current Research in Immunology;Netherlands;True;2500 USD;False;Medicine;2229.75
16903;2643-6515;Plant Phenomics;United States;True;2500 USD;True;Science;2229.75
16132;2590-2628;Current Research in Biotechnology;Netherlands;True;2500 USD;False;Technology;2229.75
15793;2576-604X;AGU Advances;United States;True;2500 USD;False;Science;2229.75
2324;1943-7714;HortTechnology;United States;True;2500 USD;False;Agriculture;2229.75
4136;1476-5586;Neoplasia: An International Journal for Oncology Research;United States;True;2500 USD;False;Medicine;2229.75
18499;2772-3747;JACC: Asia;United States;True;2500 USD;False;Medicine;2229.75
17249;2666-3066;eFood;Australia;True;"2500 USD; 1900 GBP; 2200 EUR";True;Medicine;2229.75
17267;2666-3961;Endocrine and Metabolic Science;United Kingdom;True;2500 USD;False;Medicine;2229.75
18502;2772-3925;Addiction Neuroscience;Netherlands;True;2500 USD;False;Medicine;2229.75
8386;2056-3744;Evolution Letters;United States;True;2500 USD;True;Science;2229.75
16087;2590-0536;Biosafety and Health;Netherlands;True;2500 USD;False;Medicine;2229.75
17251;2666-3287;JAAD International;United States;True;2500 USD;False;Medicine;2229.75
17205;2665-9271;Current Research in Food Science;Netherlands;True;2500 USD;False;Technology;2229.75
17275;2666-478X;Current Research in Virological Science;Netherlands;True;2500 USD;False;Medicine;2229.75
17206;2665-928X;Current Research in Structural Biology;Netherlands;True;2500 USD;False;Science;2229.75
11371;2291-9279;JMIR Serious Games;Canada;True;2500 USD;True;Medicine;2229.75
5544;1744-8069;Molecular Pain;United States;True;2500 USD;False;Medicine;2229.75
17284;2666-5174;Current Research in Microbial Sciences;Netherlands;True;2500 USD;False;Science;2229.75
7001;1935-2735;PLoS Neglected Tropical Diseases;United States;True;2495 USD;True;Medicine;2225.2905
11395;2296-598X;Frontiers in Energy Research;Switzerland;True;2490 USD;True;General;2220.831
11398;2296-665X;Frontiers in Environmental Science;Switzerland;True;2490 USD;True;SocialSciences;2220.831
11387;2296-2565;Frontiers in Public Health;Switzerland;True;2490 USD;True;Medicine;2220.831
11417;2297-055X;Frontiers in Cardiovascular Medicine;Switzerland;True;2490 USD;True;Medicine;2220.831
11405;2296-858X;Frontiers in Medicine;Switzerland;True;2490 USD;True;Medicine;2220.831
11406;2296-861X;Frontiers in Nutrition;Switzerland;True;2490 USD;True;Technology;2220.831
11408;2296-889X;Frontiers in Molecular Biosciences;Switzerland;True;2490 USD;True;Science;2220.831
11401;2296-701X;Frontiers in Ecology and Evolution;Switzerland;True;2490 USD;True;Science;2220.831
11407;2296-875X;Frontiers in Surgery;Switzerland;True;2490 USD;True;Medicine;2220.831
11393;2296-424X;Frontiers in Physics;Switzerland;True;2490 USD;True;Science;2220.831
2359;1542-474X;Annals of Noninvasive Electrocardiology;United States;True;"2475 USD; 1850 GBP; 2150 EUR";False;Medicine;2207.4525
16747;2631-9268;NAR Genomics and Bioinformatics;United Kingdom;True;2473 USD;False;Science;2205.6687
17824;2687-8941;JCO Global Oncology;United States;True;2472 USD;False;Medicine;2204.7768
1490;1349-9157;Journal of Radiation Research;United Kingdom;True;2472 USD;False;Medicine;2204.7768
12657;2352-8532;Addictive Behaviors Reports;United Kingdom;True;2470 USD;False;SocialSciences;2202.993
12205;2324-9269;Molecular Genetics & Genomic Medicine;United States;True;"2200 EUR; 1950 GBP; 2574 USD";False;Science;2200.0
9745;2162-3279;Brain and Behavior;United States;True;"2200 EUR; 1900 GBP; 2900 USD";True;Medicine;2200.0
1952;1778-3585;European Psychiatry;United Kingdom;True;2200 EUR;False;Medicine;2200.0
15775;2574-4593;Journal of Cutaneous Immunology and Allergy;Australia;True;"2200 EUR; 1850 GBP; 2420 USD";False;Medicine;2200.0
15763;2573-9832;FASEB BioAdvances;United States;True;"2200 EUR; 1850 GBP; 2400 USD";False;Science;2200.0
4549;1617-9625;Tobacco Induced Diseases;Greece;True;2200 EUR;False;Medicine;2200.0
8230;2050-0068;Clinical & Translational Immunology;Australia;True;"2200 EUR; 1850 GBP; 2420 USD";False;Medicine;2200.0
5654;1878-0067;Epidemics;Netherlands;True;2460 USD;False;Medicine;2194.074
8591;2071-1050;Sustainability;Switzerland;True;2200 CHF;True;SocialSciences;2186.8
7626;1996-1073;Energies;Switzerland;True;2200 CHF;True;Technology;2186.8
8766;2076-393X;Vaccines;Switzerland;True;2200 CHF;True;Medicine;2186.8
11650;2304-8158;Foods;Switzerland;True;2200 CHF;True;Technology;2186.8
8752;2076-2607;Microorganisms;Switzerland;True;2200 CHF;True;Science;2186.8
10641;2227-9059;Biomedicines;Switzerland;True;2200 CHF;True;Science;2186.8
8779;2077-0375;Membranes;Switzerland;True;2200 CHF;True;Technology;2186.8
8668;2073-4441;Water;Switzerland;True;2200 CHF;True;Technology;2186.8
8665;2073-4409;Cells;Switzerland;True;2200 CHF;True;Science;2186.8
10551;2223-7747;Plants;Switzerland;True;2200 CHF;True;Science;2186.8
8660;2073-4344;Catalysts;Switzerland;True;2200 CHF;True;Science;2186.8
8747;2076-0817;Pathogens;Switzerland;True;2200 CHF;True;Medicine;2186.8
8765;2076-3921;Antioxidants;Switzerland;True;2200 CHF;True;Medicine;2186.8
10234;2198-9761;Sports Medicine - Open;United Kingdom;True;2450 USD;True;Medicine;2185.155
3208;1873-1902;Electrochemistry Communications;United States;True;2450 USD;False;Science;2185.155
7016;1938-2022;Islets;United Kingdom;True;"2180 EUR; 1880 GBP; 2390 USD";False;Science;2180.0
